Tick;Step;DateTime;0_Position;1_Position;ID
1;1;2019-01-01T11:00:01.0000000+01:00;7,0;51,0;692c24e9-4817-4cb2-9203-104490a9108c
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;13,0;cad9a8d1-b096-4b46-acab-585ed706ebb9
1;1;2019-01-01T11:00:01.0000000+01:00;35,0;0,0;b551f557-a6e4-4fe8-b4d0-394b6f2af8aa
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;45,0;57b66e67-2dbe-44e5-91c5-17a316fbc2ae
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;14,0;3acb3478-ddff-4212-a16c-b6ea931df4ac
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;3,0;c687869a-873f-44ea-82a3-c55430b6cc78
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;18,0;a8cd3f37-e063-47b0-9600-7909ea566b36
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;16,0;40d34de1-1c1a-428c-843e-0c35f55a3137
1;1;2019-01-01T11:00:01.0000000+01:00;41,0;0,0;1c69d283-26da-4c16-a6ee-99fecf0596f8
1;1;2019-01-01T11:00:01.0000000+01:00;31,0;51,0;b4404d1b-1d91-4ca4-bf30-8dc324f829e4
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;36,0;9eac1c65-b582-403c-be3a-c1872500606e
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;23,0;54136b4f-7ae5-4754-9239-084ca5696371
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;49,0;83a7a260-5a7b-40ea-aeca-2bac2e118dc7
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;19,0;b79cf343-6910-4000-a733-e5811c1bb94f
1;1;2019-01-01T11:00:01.0000000+01:00;26,0;51,0;697b40bd-42a9-4a19-aaec-31be2a7c510a
1;1;2019-01-01T11:00:01.0000000+01:00;49,0;0,0;45056efb-b25b-49e4-a655-a398d539650a
1;1;2019-01-01T11:00:01.0000000+01:00;41,0;51,0;097d29e6-5ef1-46f5-a292-ca27fd4c9c8a
1;1;2019-01-01T11:00:01.0000000+01:00;9,0;0,0;ede65f17-ea3d-434c-9126-c01ec6426164
1;1;2019-01-01T11:00:01.0000000+01:00;19,0;51,0;4eb8dc4c-fb00-4535-a19c-b5fd5e005ac6
1;1;2019-01-01T11:00:01.0000000+01:00;17,0;51,0;9837d281-da2e-4acd-8134-66453b4ceb30
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;26,0;0a886d8f-3cf1-442a-9dcc-ed9b2181baa5
1;1;2019-01-01T11:00:01.0000000+01:00;30,0;51,0;a8961367-35a8-47d4-98d9-3be6257a8eb4
1;1;2019-01-01T11:00:01.0000000+01:00;19,0;0,0;5107eb8e-d5be-4e7c-87a5-37f2bc3ed9ae
1;1;2019-01-01T11:00:01.0000000+01:00;43,0;51,0;3ef85d11-d2b0-4ec4-b59c-a0c911426d52
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;37,0;df6aa70b-98a9-4487-82a2-44f0420dd6a8
1;1;2019-01-01T11:00:01.0000000+01:00;42,0;0,0;bd17df80-e3f3-403f-baf4-4cd42af992b7
1;1;2019-01-01T11:00:01.0000000+01:00;15,0;51,0;c3b37fe9-ddce-49f7-a886-479183227e44
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;43,0;0d06693a-cb54-4a9d-8ac5-e97c3a82b587
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;22,0;d1c49c3d-ed89-4ea1-b44f-c9d3f1d93ef5
1;1;2019-01-01T11:00:01.0000000+01:00;28,0;0,0;dc8801dc-10fa-4662-8f04-2ee562040a2a
1;1;2019-01-01T11:00:01.0000000+01:00;50,0;51,0;4bd09b90-d58c-4a59-bb2c-f004e98c9b3b
1;1;2019-01-01T11:00:01.0000000+01:00;44,0;51,0;dfe20346-7f0f-4bc0-aef6-cee601683f3f
1;1;2019-01-01T11:00:01.0000000+01:00;33,0;0,0;52ee05a0-5f27-4794-88fc-0d7ee856a583
1;1;2019-01-01T11:00:01.0000000+01:00;27,0;0,0;10a02255-3448-4609-aa44-80431c3e7542
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;35,0;bef7464a-507f-4bc7-af90-938012f47287
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;44,0;330a02f2-1b20-44e5-85df-b1b4ed3353fb
1;1;2019-01-01T11:00:01.0000000+01:00;20,0;0,0;e5cb9e61-4a19-4802-aee9-b66848bf6ecc
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;8,0;e7e18282-ae5d-4ee1-8710-3bee2b456fd5
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;23,0;99a4a259-9cec-4f75-838c-a87049c01cb4
1;1;2019-01-01T11:00:01.0000000+01:00;30,0;0,0;c8ab7394-e9a9-4f57-aeb5-8de861f1eab8
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;7,0;4de7f4f8-d5dd-4d71-a6e3-7ff3057ddf0c
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;1,0;cd12d8b6-fa5e-4ca1-8176-12dde04990e5
1;1;2019-01-01T11:00:01.0000000+01:00;27,0;51,0;d69b0d9d-a50f-49ff-b47e-8bc19d54c296
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;47,0;78bce98b-833a-4817-9ca6-8c9f4edb6270
1;1;2019-01-01T11:00:01.0000000+01:00;5,0;0,0;53bd3783-f096-4bd7-b560-51aa610875a7
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;51,0;0429a0b4-d125-45a9-b8c4-020ecc2663f8
1;1;2019-01-01T11:00:01.0000000+01:00;36,0;0,0;217a14d7-34e7-4961-bfc6-86cf7ba597c0
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;40,0;ee61f209-8559-446b-aa63-71c47b981300
1;1;2019-01-01T11:00:01.0000000+01:00;50,0;0,0;ebc2d36f-847e-446d-8e76-103af144062b
1;1;2019-01-01T11:00:01.0000000+01:00;10,0;51,0;6f0183b4-0d3d-41dd-a6b0-5e8511ba0a66
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;40,0;c5c4fe03-7fc4-4f44-82a3-f16fe4e5c719
1;1;2019-01-01T11:00:01.0000000+01:00;3,0;0,0;86e4c005-94bc-4cbe-bf92-cf957d8d317c
1;1;2019-01-01T11:00:01.0000000+01:00;13,0;51,0;b1b3e562-e8b1-4edb-89bb-68bc35bd307f
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;4,0;8794acda-0b97-43c1-8238-39f122b5c3b7
1;1;2019-01-01T11:00:01.0000000+01:00;21,0;0,0;727c39e9-20e6-4bdb-a604-52325b5064d8
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;15,0;e693b767-f8a0-4049-a2b0-ac8eddc6f8dc
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;15,0;9c83aad9-1147-4c70-a478-5cb646b26676
1;1;2019-01-01T11:00:01.0000000+01:00;12,0;0,0;4299ac69-a07e-4551-990e-1a52717389d3
1;1;2019-01-01T11:00:01.0000000+01:00;38,0;0,0;6081e8bd-fd12-421d-88c1-e6b771f8a69c
1;1;2019-01-01T11:00:01.0000000+01:00;21,0;51,0;f56d62f8-0269-4835-8e2d-5abb8e16aaf5
1;1;2019-01-01T11:00:01.0000000+01:00;39,0;0,0;d01fafde-b19c-4db9-b8db-92942dd55ae1
1;1;2019-01-01T11:00:01.0000000+01:00;45,0;51,0;b597b7d3-b1f5-4641-af34-85d569e44034
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;28,0;2814b45c-acc2-4146-963d-d8e8bf5a8d36
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;30,0;bdef3ed4-98c7-4d18-916e-7e9824125904
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;22,0;75d3537e-b52d-4dd9-a2ac-89bac4dcf4fa
1;1;2019-01-01T11:00:01.0000000+01:00;35,0;51,0;aec7875a-2392-4108-acf0-e50606fb41eb
1;1;2019-01-01T11:00:01.0000000+01:00;2,0;0,0;682bd84a-c1b2-4d17-a58f-cdd45eaf9159
1;1;2019-01-01T11:00:01.0000000+01:00;22,0;0,0;db578b53-dff7-4c41-8ef8-0f9c39fe04f8
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;9,0;5b493d9f-e99d-4611-bb4e-78bbea3ecbaa
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;44,0;222faabd-7498-44cf-a572-88bd95a09bcb
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;42,0;c34bc5ed-c099-4cf2-be1d-c6ab2e41b37e
1;1;2019-01-01T11:00:01.0000000+01:00;49,0;51,0;ee02c682-eff2-46be-afbf-53cfa17d4388
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;32,0;5978f1d9-3906-4c42-ac0f-07326be6b320
1;1;2019-01-01T11:00:01.0000000+01:00;47,0;0,0;3bf9712f-b2fe-437d-b92e-263765bc4463
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;8,0;5e671c36-6c2b-4eb7-8602-aa57efdfa654
1;1;2019-01-01T11:00:01.0000000+01:00;14,0;0,0;6d9ca6fd-017d-4909-ae25-17b4fcd9f689
1;1;2019-01-01T11:00:01.0000000+01:00;24,0;51,0;63e52a65-d9dc-4988-a86f-bfc4e6d814bc
1;1;2019-01-01T11:00:01.0000000+01:00;2,0;51,0;49a32396-9e1d-47f5-80fc-57447435a309
1;1;2019-01-01T11:00:01.0000000+01:00;43,0;0,0;1d49ba94-58bc-427e-a7d1-a511eb53cd85
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;20,0;8e30fa31-f9b1-4d67-9d92-d2abfcaf2c49
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;2,0;f22dad3f-de1d-4fb7-b95c-5e4c337b0934
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;0,0;7428b1d8-4960-48ac-87f2-868fc7bea694
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;27,0;75d382c8-6178-44ab-90b4-7c79b6327441
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;48,0;87bf5181-7fca-419d-a04e-ab66d9bd2263
1;1;2019-01-01T11:00:01.0000000+01:00;33,0;51,0;5384ef75-9003-4fcc-974c-2648e17e6bcd
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;42,0;7442c30c-987b-4ca3-93cb-a506d97a8fac
1;1;2019-01-01T11:00:01.0000000+01:00;28,0;51,0;102964ff-e635-4229-99a8-127cb4b9554e
1;1;2019-01-01T11:00:01.0000000+01:00;5,0;51,0;4b3b65ee-9c0e-4ef5-97fc-4f19a49f44ec
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;10,0;a9855c08-5e46-4c49-a2ea-085ab2cb3f50
1;1;2019-01-01T11:00:01.0000000+01:00;29,0;51,0;982a6bec-0b85-462d-baaf-460226233b7d
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;30,0;3ed810e5-7d7a-4736-b475-ef1aa0490b5f
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;31,0;bba9751d-40b1-472a-b8f3-534615ecf6a1
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;25,0;0a9fb6fa-faf5-4045-a198-55dcd4ab9e4b
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;39,0;2ef393f8-7e4c-4943-9e7f-f8730b2bb0cd
1;1;2019-01-01T11:00:01.0000000+01:00;34,0;0,0;7987ccd3-8838-4fcb-ad1e-6161250c8f88
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;11,0;1bb893a4-9cdd-43cd-8948-1dc8a4b6514c
1;1;2019-01-01T11:00:01.0000000+01:00;36,0;51,0;27ec790e-7dd6-4b2d-a19c-80919bc417be
1;1;2019-01-01T11:00:01.0000000+01:00;46,0;0,0;8d072c23-399a-468a-9026-f66e35198990
1;1;2019-01-01T11:00:01.0000000+01:00;6,0;0,0;4e37022c-9fbb-4f91-b2c9-36894dbda739
1;1;2019-01-01T11:00:01.0000000+01:00;42,0;51,0;7a44b88b-6ec3-40c9-bfd4-9d08af6afaec
1;1;2019-01-01T11:00:01.0000000+01:00;20,0;51,0;901b2cc9-c2b4-485b-8df4-78662d8d3d2a
1;1;2019-01-01T11:00:01.0000000+01:00;38,0;51,0;d6e5c995-70b8-4a13-97c1-74335d95e4a9
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;51,0;b7037160-2d51-44a3-b75c-3f14cb8e76ce
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;13,0;62441fb6-ed40-48e5-b552-275e061a99b1
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;41,0;c91db080-fbab-4852-9589-e79d8dd5de5c
1;1;2019-01-01T11:00:01.0000000+01:00;1,0;0,0;f74083bb-8dcc-4488-9743-739907d3c6b1
1;1;2019-01-01T11:00:01.0000000+01:00;11,0;0,0;71104377-afa6-427b-8e01-3e4d0934c195
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;45,0;cb5ecafe-343d-4ff1-815a-444b2bddc32e
1;1;2019-01-01T11:00:01.0000000+01:00;44,0;0,0;fc351691-6ca6-4001-8167-08ab6267f8b9
1;1;2019-01-01T11:00:01.0000000+01:00;23,0;0,0;e28ffc6a-6b92-4984-a055-ecb65eb73378
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;49,0;19a28d3c-be46-4450-aa38-c4939e079e02
1;1;2019-01-01T11:00:01.0000000+01:00;16,0;0,0;f508466a-f1e8-43c0-a8ae-640d79b944e7
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;29,0;e1d58969-7c31-4986-9efd-3c6cb44fc2a7
1;1;2019-01-01T11:00:01.0000000+01:00;37,0;51,0;5169cded-d726-4bf2-8fab-e11a8fdff859
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;4,0;e8125c09-a1e6-4f49-9520-dead7d75b699
1;1;2019-01-01T11:00:01.0000000+01:00;47,0;51,0;a2ab322e-fed2-45cc-a352-089b829300ee
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;16,0;44c918e8-ee45-4e8c-968a-dcd74d6bd54d
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;33,0;1e854f94-71e9-4662-a6a7-81a2caf31c9d
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;46,0;2838686b-70d7-44ff-b842-cb992ecaa07c
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;32,0;049c4e15-2405-4cf0-b862-dcc0e46017dc
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;43,0;89d2841f-1091-45cf-9135-6e7c80ba9181
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;38,0;6e8fbfcd-1b31-43fa-a622-a56f02f2719d
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;2,0;31d7182d-9c77-4d6e-b539-1bc145e20c0c
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;33,0;35dd9f00-3772-4756-bc5d-d5d50ec753c7
1;1;2019-01-01T11:00:01.0000000+01:00;32,0;51,0;cdfd0075-2be5-4ede-8dff-2afcaf93f1ad
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;6,0;85d626bd-cd1b-430b-977e-0343a0c91903
1;1;2019-01-01T11:00:01.0000000+01:00;31,0;0,0;6c00df38-66fd-412d-9481-aae10f2bcb96
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;31,0;ce4cb587-be55-496e-9200-d5743b9ead8c
1;1;2019-01-01T11:00:01.0000000+01:00;8,0;51,0;863244cd-39ee-4738-ae7a-f72d3a1c44d8
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;39,0;a7d328e3-6fed-4737-8859-f9ae09b372ad
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;0,0;95b37936-4e04-4130-85f4-deb98978ad77
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;14,0;3b075032-b5c1-41ac-aad7-c4dc4d09fb97
1;1;2019-01-01T11:00:01.0000000+01:00;48,0;51,0;e8c9da64-5d98-4488-bf3c-007c8e0c94bf
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;28,0;8aa74591-9529-4f62-95e3-3f40e171166f
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;24,0;58155e6b-02fc-4658-b08d-82e39937a13e
1;1;2019-01-01T11:00:01.0000000+01:00;37,0;0,0;af766a41-8b8a-4dca-930c-645046f933b3
1;1;2019-01-01T11:00:01.0000000+01:00;16,0;51,0;fe69a76d-da3c-43cc-930d-432e241efe66
1;1;2019-01-01T11:00:01.0000000+01:00;45,0;0,0;f0694e7a-22f9-4bc7-9e3d-6467175cb10b
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;5,0;4ff4693b-a66b-4097-b207-ae795b4d7a89
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;27,0;724fbc1f-e107-4a92-98a1-527881d881c0
1;1;2019-01-01T11:00:01.0000000+01:00;3,0;51,0;b9ccaca7-3f8f-4326-b095-e9ae8d46c769
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;50,0;24e43e68-7600-4064-ad78-0d6fbc681ee5
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;25,0;0cc9ad24-25a0-45b0-9d7e-506d7ec36daf
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;17,0;92e05feb-a59a-4227-ada3-d1511ba9960c
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;36,0;e7b18988-ac82-40b4-81da-a46635d8b440
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;29,0;d5ad9db2-7d71-4b38-93ca-00e071ed5346
1;1;2019-01-01T11:00:01.0000000+01:00;29,0;0,0;5b8d0ba0-9628-46fc-93d4-620ab0aa0a6e
1;1;2019-01-01T11:00:01.0000000+01:00;34,0;51,0;72bc3e19-77be-4f40-a47b-9b53428c67ec
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;26,0;da8f75b5-9e54-470f-b3ba-1c1896c75e79
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;19,0;a805f89d-86ec-446d-8b19-2aba73fd8882
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;35,0;a7206b10-fd2e-4a6a-851b-d7c9df1e6dd6
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;47,0;fa376a7a-d2ba-422d-877e-92e190fb5adf
1;1;2019-01-01T11:00:01.0000000+01:00;14,0;51,0;da26e224-08ec-4c50-8627-04d881ade0f4
1;1;2019-01-01T11:00:01.0000000+01:00;23,0;51,0;10740b68-0661-47b0-8c26-d44b83acbb13
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;6,0;73e93aea-b254-481e-8fb0-fb83c5c8f20a
1;1;2019-01-01T11:00:01.0000000+01:00;4,0;51,0;1c600683-e9f4-46f2-beb6-467f4f9ca404
1;1;2019-01-01T11:00:01.0000000+01:00;6,0;51,0;61923a23-2897-4e8b-96bc-ecb19e11dbad
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;12,0;f9d6ab26-942d-48e7-89c2-16f3e9398028
1;1;2019-01-01T11:00:01.0000000+01:00;13,0;0,0;e170ee3a-6636-4b59-99dc-5c7e57e21e79
1;1;2019-01-01T11:00:01.0000000+01:00;8,0;0,0;c465c38f-831f-4cc0-add1-d4d3bb30c0d8
1;1;2019-01-01T11:00:01.0000000+01:00;9,0;51,0;f42c1421-ebf5-4478-8373-382b1b298f31
1;1;2019-01-01T11:00:01.0000000+01:00;46,0;51,0;8eadd82c-5ce5-44ac-a973-aaa9ede59485
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;34,0;a41265b3-a3bd-4538-99f2-37771cfb51cd
1;1;2019-01-01T11:00:01.0000000+01:00;7,0;0,0;884bde89-87d1-47a3-b924-e55c913ebc62
1;1;2019-01-01T11:00:01.0000000+01:00;24,0;0,0;ad07b176-97b3-45d9-9247-75aa7e9d9cf7
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;38,0;c301529f-2eed-44fa-9d54-87b93d98f438
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;3,0;b7c0ee6d-e6d6-4921-9257-ba4f0029e783
1;1;2019-01-01T11:00:01.0000000+01:00;18,0;0,0;198102c2-827d-4087-979f-9808041fcbb7
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;17,0;c2147ed7-7f7d-431d-9769-daf1132d48db
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;5,0;c96bf978-f8f8-44c7-84a9-76681f6c793e
1;1;2019-01-01T11:00:01.0000000+01:00;17,0;0,0;a4e0be1e-e0e5-4112-a3d1-1c2b0e10870c
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;12,0;eddd1873-15a2-4f7d-bc13-51fad597242f
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;20,0;d4a834aa-83e4-47f7-af4f-cb8b5f4157af
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;34,0;4ce12885-9325-4c0e-93c9-e4040fe7b2b8
1;1;2019-01-01T11:00:01.0000000+01:00;4,0;0,0;613ccd39-5cf7-4dfb-b485-556f645d5c35
1;1;2019-01-01T11:00:01.0000000+01:00;0,0;18,0;032997db-3069-4c72-a908-4fb314d6b209
1;1;2019-01-01T11:00:01.0000000+01:00;51,0;9,0;9e90f99f-2f12-48d1-a74a-f518e258cd2d
2;2;2019-01-01T11:00:02.0000000+01:00;51,0;46,0;2e339c4d-768f-4cbc-8355-ad6553f09ab4
2;2;2019-01-01T11:00:02.0000000+01:00;1,0;51,0;76db71a2-09d1-4109-ae46-ab24bd3fc507
2;2;2019-01-01T11:00:02.0000000+01:00;10,0;0,0;c966c1a0-42b5-4c36-819a-51c80394bc7d
2;2;2019-01-01T11:00:02.0000000+01:00;0,0;41,0;0fa97c45-c404-49f1-a93b-5f28ee159476
2;2;2019-01-01T11:00:02.0000000+01:00;25,0;0,0;bf2a83fd-5b5c-4ce5-9512-311acd40f97e
2;2;2019-01-01T11:00:02.0000000+01:00;18,0;51,0;37f5e835-8340-47c2-9320-86db4e625ffd
2;2;2019-01-01T11:00:02.0000000+01:00;51,0;50,0;db9f2b35-4ec6-4ae0-ac29-96dea804526e
2;2;2019-01-01T11:00:02.0000000+01:00;32,0;0,0;5a139a6d-58a5-4cca-9c9b-b0467a073903
2;2;2019-01-01T11:00:02.0000000+01:00;40,0;51,0;8f9c4d88-a8d4-490c-a333-02d9127665d0
2;2;2019-01-01T11:00:02.0000000+01:00;11,0;51,0;637360a0-3334-4521-8e22-d8d902e517c0
2;2;2019-01-01T11:00:02.0000000+01:00;12,0;51,0;79e48fbd-692c-4d9c-9beb-796a97dd11fd
2;2;2019-01-01T11:00:02.0000000+01:00;51,0;7,0;00e2f443-4c58-4485-ad8f-3bc7a9980dc3
2;2;2019-01-01T11:00:02.0000000+01:00;51,0;48,0;ac375ad7-c4ee-46f9-96be-52f94f48ccf1
2;2;2019-01-01T11:00:02.0000000+01:00;0,0;24,0;28a3963d-811d-4a12-807a-991874d64ac7
2;2;2019-01-01T11:00:02.0000000+01:00;15,0;0,0;94785c9a-5895-44ff-99b5-051d38b44dfc
2;2;2019-01-01T11:00:02.0000000+01:00;0,0;10,0;60ec9cb2-fbc9-4920-8f73-9a239c4508f5
2;2;2019-01-01T11:00:02.0000000+01:00;40,0;0,0;293a2fe1-3720-4ec7-b269-62af8d332cca
2;2;2019-01-01T11:00:02.0000000+01:00;25,0;51,0;8b7cac6b-b273-4ebe-9bc6-fa5cd193f511
2;2;2019-01-01T11:00:02.0000000+01:00;26,0;0,0;7446d6dd-44fc-4ca4-8676-aa8f8072410d
2;2;2019-01-01T11:00:02.0000000+01:00;48,0;0,0;eaa1c494-9525-4db0-b35c-41832d663ede
2;2;2019-01-01T11:00:02.0000000+01:00;0,0;1,0;742485a6-9f91-4ee6-84f7-aa383426c499
2;2;2019-01-01T11:00:02.0000000+01:00;51,0;37,0;9e03a483-6193-4e55-b205-fb8ef8fcdaac
2;2;2019-01-01T11:00:02.0000000+01:00;51,0;21,0;3f4b4142-a33c-4c48-a2c7-cdf79dfeaa32
2;2;2019-01-01T11:00:02.0000000+01:00;0,0;21,0;25b8f517-29fc-4b11-b145-eb430c3a6b86
2;2;2019-01-01T11:00:02.0000000+01:00;39,0;51,0;1c3b3aa4-476f-4246-a351-f5a632af1f96
2;2;2019-01-01T11:00:02.0000000+01:00;51,0;11,0;869df3fb-cfe5-4933-81e8-a94d26d6831e
2;2;2019-01-01T11:00:02.0000000+01:00;22,0;51,0;24e43d70-41cd-4a4e-8dc2-0f7b1b18485d
2;2;2019-01-01T11:00:02.0000000+01:00;7,0;51,0;692c24e9-4817-4cb2-9203-104490a9108c
2;2;2019-01-01T11:00:02.0000000+01:00;0,0;13,0;cad9a8d1-b096-4b46-acab-585ed706ebb9
2;2;2019-01-01T11:00:02.0000000+01:00;35,0;0,0;b551f557-a6e4-4fe8-b4d0-394b6f2af8aa
2;2;2019-01-01T11:00:02.0000000+01:00;51,0;45,0;57b66e67-2dbe-44e5-91c5-17a316fbc2ae
2;2;2019-01-01T11:00:02.0000000+01:00;0,0;14,0;3acb3478-ddff-4212-a16c-b6ea931df4ac
2;2;2019-01-01T11:00:02.0000000+01:00;51,0;3,0;c687869a-873f-44ea-82a3-c55430b6cc78
2;2;2019-01-01T11:00:02.0000000+01:00;51,0;18,0;a8cd3f37-e063-47b0-9600-7909ea566b36
2;2;2019-01-01T11:00:02.0000000+01:00;51,0;16,0;40d34de1-1c1a-428c-843e-0c35f55a3137
2;2;2019-01-01T11:00:02.0000000+01:00;41,0;0,0;1c69d283-26da-4c16-a6ee-99fecf0596f8
2;2;2019-01-01T11:00:02.0000000+01:00;31,0;51,0;b4404d1b-1d91-4ca4-bf30-8dc324f829e4
2;2;2019-01-01T11:00:02.0000000+01:00;51,0;36,0;9eac1c65-b582-403c-be3a-c1872500606e
2;2;2019-01-01T11:00:02.0000000+01:00;51,0;23,0;54136b4f-7ae5-4754-9239-084ca5696371
2;2;2019-01-01T11:00:02.0000000+01:00;0,0;49,0;83a7a260-5a7b-40ea-aeca-2bac2e118dc7
2;2;2019-01-01T11:00:02.0000000+01:00;51,0;19,0;b79cf343-6910-4000-a733-e5811c1bb94f
2;2;2019-01-01T11:00:02.0000000+01:00;26,0;51,0;697b40bd-42a9-4a19-aaec-31be2a7c510a
2;2;2019-01-01T11:00:02.0000000+01:00;49,0;0,0;45056efb-b25b-49e4-a655-a398d539650a
2;2;2019-01-01T11:00:02.0000000+01:00;41,0;51,0;097d29e6-5ef1-46f5-a292-ca27fd4c9c8a
2;2;2019-01-01T11:00:02.0000000+01:00;9,0;0,0;ede65f17-ea3d-434c-9126-c01ec6426164
2;2;2019-01-01T11:00:02.0000000+01:00;19,0;51,0;4eb8dc4c-fb00-4535-a19c-b5fd5e005ac6
2;2;2019-01-01T11:00:02.0000000+01:00;17,0;51,0;9837d281-da2e-4acd-8134-66453b4ceb30
2;2;2019-01-01T11:00:02.0000000+01:00;0,0;26,0;0a886d8f-3cf1-442a-9dcc-ed9b2181baa5
2;2;2019-01-01T11:00:02.0000000+01:00;30,0;51,0;a8961367-35a8-47d4-98d9-3be6257a8eb4
2;2;2019-01-01T11:00:02.0000000+01:00;19,0;0,0;5107eb8e-d5be-4e7c-87a5-37f2bc3ed9ae
2;2;2019-01-01T11:00:02.0000000+01:00;43,0;51,0;3ef85d11-d2b0-4ec4-b59c-a0c911426d52
2;2;2019-01-01T11:00:02.0000000+01:00;0,0;37,0;df6aa70b-98a9-4487-82a2-44f0420dd6a8
2;2;2019-01-01T11:00:02.0000000+01:00;42,0;0,0;bd17df80-e3f3-403f-baf4-4cd42af992b7
2;2;2019-01-01T11:00:02.0000000+01:00;15,0;51,0;c3b37fe9-ddce-49f7-a886-479183227e44
